"Consumer Goods Manufacturing",10271,10004
"Apparel Manufacturing",11056,10004
"Auto Industry & Vehicle Manufacturing",11055,10004
"Consumer Electronics Manufacturing",11061,10004
"Furniture Manufacturing",11058,10004
"Home Appliance Manufacturing",11059,10004
"Plaques, Awards & Trophies",13814,10004
"Office",10300,10004
"Binders, Binding & Laminating",11338,10004
"Business Cards, Stationery & Forms",11325,10004
"Calculators",11328,10004
"Calendars & Planners",11334,10004
"Calendar & Scheduling Software",12580,10004
"Desk Organizers",11332,10004
"Glue & Paste",11329,10004
"Labels & Labeling",11336,10004
"Lanyards & Badge Holders",11324,10004
"Microcassette Recorders",11337,10004
"Office Appliances",11339,10004
"Copiers",12638,10004
"Desktop Printers",12640,10004
"Inkjet Printers",13235,10004
"Laser Printers",13233,10004
"Multi-Function Printers",13236,10004
"Photo Printers",13234,10004
"Electronic Whiteboards",12641,10004
"Fax Machines & Accessories",12637,10004
"Overhead Projectors",12642,10004
"Paper Shredders",12639,10004
"Office Furniture",11323,10004
"Bookcases & Shelving",12635,10004
"Cubicle Walls & Panels",12630,10004
"Desk Lamps & Table Lamps",12634,10004
"Filing Cabinets",12632,10004
"Office & Computer Desks",12631,10004
"Task Chairs",12633,10004
"Paper",11305,10004
"Paper Clips & Rubber Bands",11326,10004
"Pens & Writing Instruments",11370,10004
"Portfolios & Presentation Cases",11333,10004
"Printer Accessories",11335,10004
"Staplers, Scissors & Punchers",11330,10004
"Retail Trade",10290,10004
"Apparel Retail Supplies",11210,10004
"Clothing & Accessory Hangers",12466,10004
"Mannequins",12468,10004
"Ash Tray Receptacles",11227,10004
"Bar Code Scanners",11208,10004
"Bill & Coin Counters",11207,10004
"CD & DVD Jewelboxes & Cases",11380,10004
"Cash Registers & Cash Register Supplies",11233,10004
"Counterfeit Money Detectors",11224,10004
"Floor Mats",11216,10004
"Hand Trucks & Utility Carts",11206,10004
"Inventorying",11181,10004
"Jewelry Bags, Boxes & Displays",11230,10004
"Loss Prevention",11178,10004
"Merchant Point-of-Sale Systems",11232,10004
"Merchant Services & Payment Systems",11180,10004
"Paper & Plastic Bags",11211,10004
"Pegboard & Slatwall",11214,10004
"Retail Display Supplies",11219,10004
"Display Racks & Cases",12475,10004
"Kiosks",12471,10004
"Retail Signs & Banners",11205,10004
"LED Signs",12459,10004
"Neon Signs",12458,10004
"Open & Closed Signs",12460,10004
"Sign Holders & Easels",12462,10004
"Shopping Baskets & Carts",11231,10004
"Shrink Wrapping Systems",11217,10004
"Tagging Guns",11229,10004
"Time Clocks & Time Cards",11220,10004
"Turnstiles & Traffic Control Devices",11209,10004
"Vending",11179,10004
"Vending Machines",11228,10004
"Scientific Equipment & Services",10294,10004
"Bioremediation",11047,10004
"Biotechnology Equipment",11252,10004
"Laboratory Equipment & Supplies",11254,10004
"Lab Safety Equipment",12560,10004
"Laboratory Incubators",12561,10004
"Microscopes & Microscope Accessories",12567,10004
"Mobile Labs",12565,10004
"Scientific Centrifuges",12564,10004
"Materials Testing",11054,10004
"Scientific Books & Journals",11253,10004
"Scientific Glassware & Accessories",11255,10004
"Security Equipment & Services",10299,10004
"Body Guards",11062,10004
"Car Alarm Systems",11322,10004
"Electronic Voice Changers",11311,10004
"Guns & Firearms",13423,10004
"Intercoms",11316,10004
"Night Vision Goggles & Scopes",11310,10004
"Safes",11309,10004
"Security Alarm Services",11066,10004
"Security Guards",11065,10004
"Security Weapons",11321,10004
"Batons",12626,10004
"Handcuffs",12625,10004
"Mace & Pepper Spray",12629,10004
"Stun Guns & Tasers",12627,10004
"Surveillance Equipment",11313,10004
"Alarm Systems & Equipment",12620,10004
"Motion Detectors",12622,10004
"Phone Recorders & Phone Tap Detectors",12619,10004
"Security Cameras",12621,10004
"Weather Alert Radios",11320,10004
"Shipping & Packing",10305,10004
"Cargo Containers",11374,10004
"Couriers & Messengers",13604,10004
"Express & Expedited Shipping",11104,10004
"Freighting",11103,10004
"Air Cargo",12401,10004
"Containerization",12403,10004
"Freight Forwarding",12400,10004
"LTL (Less Than Truckload) Shipping",12402,10004
"Maritime Freighting",12405,10004
"Rail Freighting",12404,10004
"Trucking",12406,10004
"Mail & Package Delivery",13724,10004
"Mailing Tubes",11376,10004
"Packing Cushioning & Packing Paper",11381,10004
"Shipping Boxes",11382,10004
"Stamps & Envelopes",11327,10004
"Strapping Equipment & Devices",11377,10004
"Tape & Tape Dispensers",11373,10004
"Warehousing",11102,10004
"Veterinary Equipment & Supplies",11235,10004
"Computers & Consumer Electronics",10019,0
"Computers",10168,10019
"Computer Accessories",10886,10019
"Computer Adapters",12214,10019
"Computer Cables",12212,10019
"Computer Cases & Case Accessories",12217,10019
"Computer Keyboards",12222,10019
"Computer Monitor Accessories",12219,10019
"Computer Power Supplies",12221,10019
"Computer Speakers",13400,10019
"Fans & Cooling Equipment",12218,10019
"Graphics Tablets",12223,10019
"Laptop Batteries",13815,10019
"Mice & Pointing Devices",12216,10019
"Networking Accessories",12213,10019
"PDA Accessories",12220,10019
"Scanner Accessories",12215,10019
"Webcams",12224,10019
"Computer Consulting",12203,10019
"Computer Hardware",10883,10019
"Computer Components",12188,10019
"Computer Processors",13071,10019
"Microprocessors",13312,10019
"Ethernet Cards",13074,10019
"Graphic & Video Cards",13073,10019
"Motherboards",13072,10019
"Sound Cards",13075,10019
"Computer Memory & Storage Devices",12194,10019
"CD & DVD Storage Media",13080,10019
"Desktop Memory Cards & Devices",13081,10019
"External Hard Drives",13078,10019
"Flash Memory Devices & Memory Sticks",13082,10019
"Internal Hard Drives",13077,10019
"Laptop Memory Cards & Devices",13084,10019
"Memory Card Readers",13079,10019
"Tape Back-Up Drives & Media",13083,10019
"Computer Monitors & Projectors",12185,10019
"CRT Monitors",13067,10019
"Electronic Projectors",13065,10019
"LCD Monitors",13066,10019
"Computer Networking Devices",12184,10019
"Ethernet Networking Devices",13063,10019
"Network Hubs & Adapters",13311,10019
"Firewall & Spam Filter Hardware",13059,10019
"Modems",13064,10019
"Network Routers",13060,10019
"Network Switches",13061,10019
"Computer Server Components",12189,10019
"Computer Server Processors",13076,10019
"Computer Servers",12195,10019
"Blade Servers",13087,10019
"Desktop Servers",13085,10019
"Rack-Mount Servers",13086,10019
"Computer Workstations",12192,10019
"DVD & CD Drives, Burners & Recorders",12186,10019
"Desktop Computers",12193,10019
"Gaming Computers",13851,10019
"Laptop Computers",12187,10019
"Netbooks & Ultra-Mobile PCs",13070,10019
"Tablet PCs",13068,10019
"Ultra-Thin Laptops",13069,10019
"Scanners",12190,10019
"Thin Clients",12191,10019
"Computer Manufacturing",11057,10019
"Computer Rentals",12196,10019
"Computer Repair",12201,10019
"Data Recovery",13090,10019
"Motherboard Repair",13091,10019
"Computer Tech Support",12202,10019
"Hosted Data Storage",12156,10019
"Software",10885,10019
"Business & Productivity Software",12209,10019
"Accounting & Financial Software",10537,10019
"Time Management & Time Tracking Software",13744,10019
"Building & Construction Software",11289,10019
"Business Management Software",10296,10019
"Business Intelligence Software",11274,10019
"Content & Knowledge Management Software",11272,10019
"Customer Service & Support Software",11265,10019
"Data Management Software",11271,10019
"Facilities Management Software",11266,10019
"Human Resources Software",11269,10019
"Process Management Software",11264,10019
"Procurement & Purchasing Software",11268,10019
"Project Management Software",11270,10019
"Collaboration Software",12579,10019
"Enterprise Resource Planning Software",12578,10019
"Inventory & Asset Management Software",12581,10019
"Sales & Marketing Software",11273,10019
"Supply Chain Management Software",11267,10019
"Chemical Software",12554,10019
"E-Commerce & Retail Software",11221,10019
"Energy & Utility Software",11258,10019
"Legal Software",10155,10019
"Medical Software",13107,10019
"Real Estate Software & Tools",13108,10019
"Scientific Software",11251,10019
"Translation Software",13817,10019
"Virtual Tour Software",13106,10019
"Computer Monitoring & Spy Software",13789,10019
"Device Drivers",12207,10019
"CD-ROM Drivers",13103,10019
"DVD-ROM Drivers",13102,10019
"Printer Drivers",13101,10019
"Drafting & Design Software",13602,10019
"Educational Software",12206,10019
"Freeware & Shareware",13816,10019
"Graphics & Multimedia Software",11368,10019
"Audio & Music Software",12703,10019
"Desktop Publishing Software",12700,10019
"Digital Media Players",13440,10019
"Font Design Software",12704,10019
"Photo Software",12701,10019
"Video Software",12705,10019
"Web Design Software",12702,10019
"Internet Software & Web Goodies",12204,10019
"Clip Art & Animated GIFs",13597,10019
"Network Management Software",13095,10019
"Network Security Software",13092,10019
"Anti-Spam Software",13313,10019
"Anti-Virus Software",13314,10019
"Screensavers & Digital Wallpaper",13372,10019
"Site Management Software",13096,10019
"Social Network Apps & Add-ons",13371,10019
"Toolbars",13713,10019
"Web Applications",13097,10019
"Web Browsers",13406,10019
"Web Stats & Internet Analytics",11497,10019
"Web Templates",13404,10019
"Mac Software",13112,10019
"Middleware",12205,10019
"Application Server Software",13099,10019
"Database Software",13100,10019
"Service Oriented Architecture",13098,10019
"Operating Systems & OS Emulators",12208,10019
"Operating Systems",13104,10019
"Virtualization Software",13105,10019
"Remote Desktop & VPN Software",13413,10019
"Software Development",12197,10019
"Programming & Developer Software",12211,10019
"C & C++ Software",13113,10019
"Debugging Software",13110,10019
"Java Software",13111,10019
"Software & Application Frameworks",13642,10019
"Software Testing",13643,10019
"Version Control Software",13750,10019
"Software Utilities",12210,10019
"Unix Software",13114,10019
"Windows & .NET Software",13109,10019
"Technology News & Publications",10882,10019
"Technology Specs, Reviews & Comparisons",12199,10019
"Consumer Electronics",10167,10019
"Car Audio & Video",10881,10019
"CB Radios",11314,10019
"Car Audio Accessories",12130,10019
"Car Audio Amplifiers",12178,10019
"Car Audio Equalizers",12183,10019
"Car CD Players & Changers",12181,10019
"Car DVD Players",12172,10019
"Car Speakers",12179,10019
"Car Stereos",12182,10019
"Car Video Accessories",12175,10019
"Car Video Screens",12173,10019
"In-Dash Video Units",12174,10019
"Consumer Electronic Accessories",10872,10019
"Batteries & Chargers",13402,10019
"Multi-Purpose Batteries & Chargers",13401,10019
"Consumer Electronic Donation",12149,10019
"Consumer Electronic Service & Repair",12150,10019
"Consumer Electronic Warranty Plans",12148,10019
"Electronic Waste Disposal",12153,10019
"GPS & Navigation",10880,10019
"GPS Accessories",12131,10019
"GPS Devices",12177,10019
"Handheld GPS Devices",11893,10019
"Vehicle GPS Devices",13056,10019
"Automotive GPS Systems",13309,10019
"Marine GPS Systems",13310,10019
"Home Audio & Video",10873,10019
"Blu-Ray Players & Recorders",13047,10019
"DVD Players",12146,10019
"DVRs & Set Top Boxes",12145,10019
"HD Players & Recorders",12136,10019
"Headphones",13776,10019
"Home Audio & Video Accessories",12132,10019
"Television Accessories",13030,10019
"Television Receivers",13307,10019
"Home Theater Projectors",12140,10019
"Home Theater Systems",12137,10019
"Music Systems & Music Components",12134,10019
"CD-Players & Changers",13034,10019
"Home Audio Amplifiers",13036,10019
"Home Audio Equalizers",13037,10019
"Home Audio Receivers",13033,10019
"Record Players",13038,10019
"Tape Players",13035,10019
"Radios & Radio Equipment",12144,10019
"AM-FM Radios",13044,10019
"DAB Radios",13045,10019
"Satellite Radio Receivers & Players",13046,10019
"Speakers",12138,10019
"Televisions",12143,10019
"HDTVs",13042,10019
"LCD TVs",13041,10019
"Plasma TVs",13043,10019
"VCRs",12142,10019
"Portable Media Devices",10877,10019
"Digital Book Readers",13495,10019
"MP3 Player Accessories",12165,10019
"MP3 Players",12164,10019
"Portable CD Players",12167,10019
"Portable DVD Players",12163,10019
"Portable Stereos & Boomboxes",12166,10019
"Radar Detectors",11318,10019
"Wireless Devices",10876,10019
"Bluetooth Wireless Accessories & Devices",12160,10019
"PDAs",12159,10019
"Walkie-Talkies",12162,10019
"Dining & Nightlife",10020,0
"Dining & Nightlife Reviews, Guides & Listings",11870,10020
"Bar, Club & Nightlife Reviews, Guides & Listings",12974,10020
"Restaurant Reviews, Guides & Listings",12975,10020
"Nightclubs, Bars & Music Clubs",13439,10020
"Restaurants",10169,10020
"Bakeries",13693,10020
"Dine-In Restaurants",10890,10020
"Fast Food Restaurants",10891,10020
"Pizzerias & Pizza Delivery",12228,10020
"Restaurant Reservations & Booking",10888,10020
"Restaurant Take-out & Delivery",10887,10020
"Family & Community",10002,0
"Baby, Parenting & Family",10030,10002
"Baby",10235,10002
"Baby Care & Hygiene",10052,10002
"Baby Diapering & Toilet Training",11020,10002
"Baby Wipes",12296,10002
"Diaper Pails & Disposal Accessories",12298,10002
"Diaper Rash",12295,10002
"Diapers",12294,10002
"Potties",12299,10002
"Baby Shampoo & Lotion",13134,10002
"Baby Feeding",11022,10002
"Baby Bottles",12312,10002
"Baby Feeding Pillows",12307,10002
"Baby Food",12317,10002
"Baby Formula",12314,10002
"Breastfeeding Equipment & Supplies",12304,10002
"Burp Cloths & Baby Bibs",12309,10002
"Highchairs & Booster Seats",12308,10002
"Pacifiers",12303,10002
"Baby Gear",11018,10002
"Baby Carriers",12283,10002
"Baby Swings, Baby Bouncers & Gliders",12285,10002
"Baby Walkers",12281,10002
"Diaper Bags",12282,10002
"Play Pens",12287,10002
"Play Tents",12286,10002
"Play Yards & Accessories",12284,10002
"Baby Names",13712,10002
"Baby Safety",11023,10002
"Baby Car Safety",12326,10002
"Car Seats & Safety Boosters",13133,10002
"Baby Monitors",12321,10002
"Safety Gates",12323,10002
"Shopping Cart Covers",12325,10002
"Toddler Safety Harnesses",12322,10002
"Nursery Furniture & Decor",11025,10002
"Baby Bedding",12329,10002
"Baby Blankets",13143,10002
"Baby Co-Sleepers",13336,10002
"Baby Dressers",13255,10002
"Changing Tables",13259,10002
"Cradles & Bassinets",13337,10002
"Crib Mattresses",13338,10002
"Cribs",13335,10002
"Moses Baskets",13334,10002
"Nursery Lamps",13137,10002
"Nursery Mobiles",13136,10002
"Toddler Beds & Bedding",13333,10002
"Strollers & Stroller Accessories",11021,10002
"Bike Trailer Strollers",12302,10002
"Jogging Strollers",12301,10002
"Prams & Baby Carriages",12300,10002
"Parenting & Family",10236,10002
"Adoption",11032,10002
"Child Care",11031,10002
"Au Pair & Nannies",12340,10002
"Baby Sitting",12339,10002
"Day Care",12341,10002
"Special Needs Care",12338,10002
"Kids' Camps & Youth Programs",11030,10002
"Maternity & New Parent",11028,10002
"Breastfeeding",12335,10002
"Fetal Development",12334,10002
"Community Service & Social Organizations",10028,10002
"AIDS & HIV Support",10223,10002
"Alcohol & Substance Abuse",10224,10002
"Alcohol & Health",11003,10002
"Alcoholism & Treatment",12277,10002
"Blood Alcohol Monitors & Breathalyzers",12279,10002
"Underage Drinking & Underage Alcohol Abuse",12278,10002
"Drug & Alcohol Rehab Programs",11002,10002
"Drug Abuse & Treatment",11001,10002
"Home Drug Tests",12276,10002
"Community Outreach",10229,10002
"Child Welfare Services",11012,10002
"Crime Prevention",13737,10002
"Domestic Violence",11010,10002
"Food Outreach & Food Banks",11013,10002
"Homeless Outreach Programs",11011,10002
"Literacy",11014,10002
"Consumer Resources",10222,10002
"Consumer Advocacy & Protection",11087,10002
"Product Reviews & Price Comparisons",13813,10002
"Disability Resources",10220,10002
"Disaster Relief & Emergency Management",10219,10002
"Environmentalism",11077,10002
"Environmental Research",12358,10002
"Ethnic Identity Resources",10221,10002
"GLBT Resources",10226,10002
"Multilateral & Non-Governmental Organizations",13599,10002
"Nonprofit Services",10230,10002
"Donations & Charitable Giving",11015,10002
"Selective Service",13393,10002
"Self-Defense Training",11063,10002
"Senior Resources",13709,10002
"Social Insurance Programs & Entitlements",13392,10002
"Publicly Funded Health Programs",13390,10002
"Welfare & Unemployment",13389,10002
"Social Issues & Advocacy",10227,10002
"Animal Rights Activism",11009,10002
"Consumer Activism",12375,10002
"Environmental Activism",11008,10002
"Environmental Watchdogs",12359,10002
"Human Rights Activism",11007,10002
"Peace Activism",11004,10002
"Reproductive Rights",11006,10002
"Work & Labor Issues",11005,10002
"Teen Advice & Support",10225,10002
"Volunteer Opportunities",10218,10002
"Youth Organizations & Resources",10228,10002
"Domestic & Personal Resources",10029,10002
"Personal Chefs",10234,10002
"Personal Errand & Concierge Services",10233,10002
"Faith & Belief",10231,10002
"Astrology & Horoscopes",13469,10002
"Buddhism",13474,10002
"Christianity",13472,10002
"Hinduism",13475,10002
"Islam",13473,10002
"Judaism",13476,10002
"Meditation",13836,10002
"Occult & Paranormal",10127,10002
"Psychics & Fortune Telling",13470,10002
"Spells, Potions & Curses",13471,10002
"Tarot",13481,10002
"Places of Worship & Worship Services",13434,10002
"Prayers",13807,10002
"Religious Instruction",13435,10002
"Religious Media & Publications",13436,10002
"Scientology",13479,10002
"Self-Help & Motivational",13703,10002
"Wicca & Esoteric Religions",13477,10002
"Romance & Relationships",10031,10002
"Dating & Marriage Matching",10240,10002
"Dating Directories & Sites",10239,10002
"Dating Forums & Chat",10241,10002
"GLBT Dating",11035,10002
"International Dating",11036,10002
"Personals",13715,10002
"Divorce & Separation",10238,10002
"Online Divorce",11033,10002
"Relationship Advice",10237,10002
"Troubled Relationships",10242,10002
"Family Counseling",11037,10002
"Marriage & Couples Counseling",11038,10002
"Finance",10012,0
"ATM Sales & Processing",10100,10012
"Accounting & Auditing",11093,10012
"Billing Services",12388,10012
"Bookkeeping",12391,10012
"Cash Flow Management",12393,10012
"Collection Services",12392,10012
"Sarbanes-Oxley Compliance Management",12389,10012
"Tax Preparation & Planning",12387,10012
"Banking",10093,10012
"Bank Accounts",11817,10012
"Current Accounts & Checking Accounts",12947,10012
"Savings Accounts",12949,10012
"College Savings Plans",13277,10012
"Money Market Accounts",13278,10012
"Bill Payment Services",11811,10012
"Debit & Check Cards",11816,10012
"Fixed Deposit Accounts & Certificates",11818,10012
"Mobile Banking",11815,10012
"Offshore Banking",11812,10012
"Online Banking",11814,10012
"Private Banking",11813,10012
"Student Banking",12948,10012
"Business Finance",10096,10012
"Investment Banking",13717,10012
"Mergers & Acquisitions",13720,10012
"Business News & Media",10098,10012
"Credit & Lending",10097,10012
"Credit Cards",11842,10012
"Business Credit Cards",12967,10012
"Low Interest & No Interest Credit Cards",12963,10012
"Rewards Cards",12965,10012
"Cashback Rewards Cards",13303,10012
"Travel & Miles Rewards Cards",13304,10012
"Student Credit Cards",13416,10012
"Credit Counseling",11837,10012
"Credit Reports & Reporting Services",11838,10012
"Debt Management & Consolidation",11839,10012
"Identity Theft & Credit Monitoring",11836,10012
"Loans",11841,10012
"Auto Financing",12957,10012
"Auto Leasing",13284,10012
"Auto Loans",13285,10012
"Bad Credit & No Credit Credit & Lending",12953,10012
"Commercial Lending",12956,10012
"Commercial Mortgages",13283,10012
"Farm Loans & Price Support",13281,10012
"Home Loans & Mortgages",12960,10012
"Adjustable Rate & Tracker Mortgages",13294,10012
"Buy-To-Let Mortgages",13292,10012
"First Time Buyer Mortgages",13295,10012
"Fixed Rate Mortgages",13293,10012
"Government Mortgages",13291,10012
"Home Equity Loans & Lines of Credit",13296,10012
"Home Refinancing Loans",13299,10012
"Interest Only Mortgages",13289,10012
"Reverse Mortgages",13290,10012
"Subprime Mortgages",13297,10012
"Personal Lending & Borrowing",12961,10012
"Payday & Emergency Loans",13300,10012
"Personal Loans & Lines of Credit",13301,10012
"Title Loans",13286,10012
"Purchase Financing",12959,10012
"Computer & Consumer Electronics Financing",13288,10012
"Home Appliance Financing",13287,10012
"Unsecured Credit & Lending",11840,10012
"Unsecured Loans",12955,10012
"Financial Planning & Management",10092,10012
"Inheritance & Estate Planning",10525,10012
"Money Management",10524,10012
"Retirement & Pension Planning",10527,10012
"Wealth Management",10526,10012
"Grants, Scholarships & Financial Aid",10099,10012
"Government Grants",13437,10012
"Student Loans",10536,10012
"Study Grants & Scholarships",10535,10012
"Insurance",10102,10012
"Accident & Casualty Insurance",10551,10012
"Annuities",10538,10012
"Business & Commercial Insurance",10303,10012
"Professional Liability & Malpractice Insurance",11366,10012
"Worker's Compensation Insurance",11365,10012
"Credit Insurance",10549,10012
"Disability Insurance",10541,10012
"Disaster Insurance",10548,10012
"Health Insurance",10544,10012
"Dental Insurance",11846,10012
"Long-term Care Insurance",11843,10012
"Supplemental Health Insurance",11844,10012
"Vision Insurance",11845,10012
"Home Warranties",10540,10012
"Liability Insurance",10545,10012
"Personal Liability Insurance",11848,10012
"Life Insurance",10539,10012
"Pet Insurance",10542,10012
"Property Insurance",10547,10012
"Homeowners Insurance",11849,10012
"Building Insurance",12969,10012
"Contents Insurance",12968,10012
"Renters Insurance",11850,10012
"Risk Management",12394,10012
"Travel Insurance",10546,10012
"Vehicle Insurance",10550,10012
"Car Insurance",11854,10012
"Commercial Vehicle Insurance",11855,10012
"Motorcycle Insurance",11858,10012
"Recreational Boat & Watercraft Insurance",11856,10012
"Recreational Vehicle & Caravan Insurance",11857,10012
"Van Insurance",11853,10012
"Investing",10095,10012
"Brokerages & Day Trading",11819,10012
"Commodities & Futures Trading",11832,10012
"Currencies & Foreign Exchange",11831,10012
"Derivatives",11823,10012
"Exchange Traded Funds",11826,10012
"Hedge Funds",11835,10012
"Interest Free & Tax-Deferred Savings Accounts",11833,10012
"Investor Relations & Venture Capital",11820,10012
"Mutual Funds",11828,10012
"Precious Metals Trading",11834,10012
"Real Estate Investments",10531,10012
"Retirement Investments",11824,10012
"401(K)s",12950,10012
"IRAs",12952,10012
"Pensions",12951,10012
"Securities",11827,10012
"Bonds",11830,10012
"Stocks",13459,10012
"Spread Betting",11825,10012
"Money Transfer & Wire Services",10094,10012
"Food & Groceries",10010,0
"Beverages",10083,10010
"Alcoholic Beverages",10445,10010
"Beer",11651,10010
"Liquor",11650,10010
"Wine",11649,10010
"Non-Alcoholic Beverages",10444,10010
"Alcohol Free Drink Mixers",11646,10010
"Bottled Water & Water Delivery",13748,10010
"Coffee",11644,10010
"Energy Drinks",11647,10010
"Juice",11643,10010
"Soft Drinks",11642,10010
"Sports Drinks",11648,10010
"Tea",11645,10010
"Food",10082,10010
"Baked Goods & Bakery Items",10432,10010
"Brownies",11610,10010
"Cakes & Cupcakes",11607,10010
"Birthday Cakes",13247,10010
"Wedding Cakes",13837,10010
"Cookies",11609,10010
"Pies",11608,10010
"Savory Pies",12831,10010
"Sweet Pies",12830,10010
"Baking Ingredients",10434,10010
"Baking Chocolate & Cocoa",11615,10010
"Baking Mixes",11616,10010
"Syrups & Sweeteners",11614,10010
"Sugar Substitutes",12837,10010
"Breakfast Foods",10439,10010
"Breakfast Cereals",11629,10010
"Pancake, Waffle & Muffin Mixes",11628,10010
"Candy, Gum & Mints",10438,10010
"Chocolate",13846,10010
"Cooking Oils & Spray",10433,10010
"Olive Oil",11612,10010
"Vegetable Oils",11611,10010
"Dairy & Non-Dairy Alternatives",10440,10010
"Cheese",11632,10010
"Milk",11631,10010
"Non-Dairy Alternatives",11633,10010
"Yogurt",11630,10010
"Desserts",10436,10010
"Frozen Desserts, Frozen Novelties & Accompaniments",11623,10010
"Fish & Seafood",10443,10010
"Crab & Lobster",11639,10010
"Salmon",11641,10010
"Shrimp & Prawns",11640,10010
"Gourmet Foods",13758,10010
"Grains, Pasta & Side Dishes",10426,10010
"Pasta",11600,10010
"Herbs & Spices",11613,10010
"Black Pepper",12835,10010
"Cinnamon",12833,10010
"Oregano",12834,10010
"Salt",12832,10010
"Jams, Jellies & Preserves",10427,10010
"Meat & Poultry",10437,10010
"Beef",11624,10010
"Deli & Lunch Meats",11625,10010
"Cured Meats",12839,10010
"Pre-Packaged Deli Meats",12840,10010
"Sausages",12838,10010
"Game & Exotic Meat",11627,10010
"Pork",11626,10010
"Nut Butters",13747,10010
"Organic & Natural Foods",13695,10010
"Prepared Foods",10429,10010
"Frozen Foods",11604,10010
"Gourmet Prepared Foods",11605,10010
"Produce",10441,10010
"Fruit",11634,10010
"Vegetables",11635,10010
"Salad Dressing & Condiments",10430,10010
"Sauces",10431,10010
"BBQ & Grilling Sauces",11606,10010
"Snacks & Treats",10435,10010
"Crackers",11617,10010
"Dried Fruit",11620,10010
"Nuts",11621,10010
"Popcorn",11618,10010
"Snack Chips",11622,10010
"Trail Mix",11619,10010
"Soups, Stews & Beans",13843,10010
"Special & Restricted Diet Foods",10442,10010
"Diabetic Foods",12847,10010
"Low Cholesterol Foods",12844,10010
"Low-Sodium Foods",12846,10010
"Religious Diet Foods",11637,10010
"Kosher Foods & Resources",12848,10010
"Wheat-free & Gluten-free Foods",12845,10010
"Weight-Loss Foods & Nutrition Bars",10428,10010
"Diet Bars",11603,10010
"Meal Replacements",11602,10010
"Nutrition Bars",11601,10010
"Household Supplies",10081,10010
"Charcoal & Barbecuing Supplies",10424,10010
"Food Wraps & Food Storage",10422,10010
"Food Savers & Food Storage Containers",11594,10010
"Food Storage Bags",11592,10010
"Lunch Boxes",13448,10010
"Plastic Wrap & Foil",11593,10010
"Household Cleaning Products",10423,10010
"Air Fresheners & Deodorizers",11598,10010
"Cleaning Implements",11596,10010
"Dish Detergents",11597,10010
"Fabric Care",11595,10010
"Fabric Softeners & Dryer Sheets",12829,10010
"Fabric Stain Removers",12827,10010
"Laundry Detergents",12828,10010
"Lint Removers",12470,10010
"Household Bleach",13347,10010
"Household Cleansers",11599,10010
"Paper Towels & Household Paper Products",10421,10010
"Facial Tissue",11591,10010
"Toilet Tissue",11590,10010
"Trash Bags",10425,10010
"Online Grocery Shopping & Grocery Delivery",10084,10010
"Tobacco",10080,10010
"Health",10011,0
"Biotech & Pharmaceutical",10088,10011
"Gene Research",13369,10011
"DNA & Genetic Testing",11791,10011
"Gene Therapy",11049,10011
"Genome Sequencing",10500,10011
"Pharmaceutical Manufacturing",10499,10011
"Protein Identification & Proteomics",10501,10011
"Toxicology Services",11048,10011
"Health Care Services",10091,10011
"Abortion Services",10510,10011
"Alternative & Natural Medicine",10507,10011
"Acupuncture",11779,10011
"Chinese Herbal Medicine",11781,10011
"Chiropractors & Chiropractic",11780,10011
"Cleansing & Detoxification",13722,10011
"Colon Cleansing",11668,10011
"Naturopathy",11782,10011
"Blood & Organ Donations & Transplants",12106,10011
"Dentists & Dental Services",10514,10011
"Cosmetic Dentistry",11797,10011
"Emergency Dental Services",11798,10011
"General Dentistry",11796,10011
"Orthodontists & Orthodontic Services",11795,10011
"General Health Care Services",10513,10011
"Geriatric & Aging Care Services",10517,10011
"Assisted Living Services",11804,10011
"In-Home Aging Care Services",11805,10011
"Retirement Homes & Senior Living Communities",11806,10011
"Hospice & Home Nursing Care",10521,10011
"Hospitals & Health Clinics",10520,10011
"Hospitals",13576,10011
"Urgent Care Clinic Services",11809,10011
"Immunology Services",11046,10011
"Laboratory Testing & Medical Diagnostic Services",10509,10011
"AIDS & HIV Testing Services",11788,10011
"Blood Testing Services",11786,10011
"Cancer Diagnosis & Screening",11785,10011
"Breast Cancer Screening & Diagnosis",12944,10011
"Prostate Cancer Screening & Diagnosis",12943,10011
"Hepatitis Testing & Diagnosis",11789,10011
"STD Testing",11787,10011
"Medical Skin Care Services",10516,10011
"Acne Treatment",11801,10011
"Rosacea Treatment",11802,10011
"Mental Health Services",10518,10011
"Counseling Services",11808,10011
"Mental Health In-Patient Services",11807,10011
"Suicide Prevention",13822,10011
"Orthopedics & Sports Medicine",10519,10011
"Physical Rehabilitation",10511,10011
"Occupational Therapy",11794,10011
"Physical Therapy",11792,10011
"Plastic & Cosmetic Surgery",10508,10011
"Cosmetic Surgery & Medical Spa Services",11783,10011
"Breast Enhancements",12942,10011
"Brow Lifts",12937,10011
"Eyelid Surgery",12940,10011
"Face Lifts & Appearance Enhancement",12938,10011
"Liposuction & Abdominoplasty",12941,10011
"Rhinoplasty",12936,10011
"Reconstructive Surgery",11784,10011
"Sex Reassignment Therapy",13452,10011
"Vision Services",10515,10011
"Eye Exams & Optometry",11800,10011
"Laser Vision Correction",11799,10011
"Wellness Therapy & Massage",11793,10011
"Hydrotherapy Services",12945,10011
"Massage & Relaxation Services",12946,10011
"Women's Health Care Services",10512,10011
"Health Conditions & Concerns",10085,10011
